,Partido,Localidad,,,CABLEMODEM,DIALUP,,,WIRELESS,TELEFONIAFIJA,,,link,Latitud,
CHUBUT,,Paso del Sapo,472,--,,--,--,SI,,SI,,--,26056040,"-42,7371109950872",
CHUBUT,Languiñeo,,1237,--,--,,--,SI,--,SI,--,,26056050,"-43,4935820815258","-70,8135608321009"
,Mártires,El Mirasol,57,,--,--,--,,--,,--,--,,,"-67,7603113819649"
,Mártires,Las Plumas,,--,--,--,,SI,--,SI,--,--,,"-43,7223979636171","-67,2869956666141"
CHUBUT,,,67,--,,,--,SI,,SI,--,,26070010,"-43,4233198653988","-69,1640923476749"
CHUBUT,,Los Altares,230,--,,--,--,SI,,SI,,--,26070020,"-43,8711929981581",
CHUBUT,,Paso de Indios,1264,--,,--,--,SI,,SI,--,SI,,"-43,8663054117658","-69,0448870902309"
CHUBUT,Rawson,,76,--,SI,,--,--,SI,,--,--,,,"-65,0449325683674"
,Bragado,Bragado,,,SI,SI,SI,,SI,SI,SI,,6112010,"-35,118942299763","-60,4879147568209"
BUENOS AIRES,Bragado,Comodoro Py,,--,--,--,,--,SI,--,,SI,6112020,"-35,3233100374631",
,Bragado,General O'Brien,,,--,--,,,SI,,SI,SI,,,"-60,7597838238054"
,Bragado,Irala,400,,SI,--,--,,SI,SI,--,SI,,"-34,7718230311122","-60,6916912010278"
BUENOS AIRES,,,38,--,,,--,--,,--,,,6112050,"-35,0797272650156",
BUENOS AIRES,,Máximo Fernández (Est. Juan F. Salaberry),4,--,,--,--,--,,--,--,,6112060,"-35,0615246745825","-60,7060741424473"
,Bragado,Mechita (Est. Mecha),1414,,SI,--,--,,SI,--,--,--,,,"-60,4084937925362"
BUENOS AIRES,Bragado,Olascoaga,,,--,--,,--,SI,,--,--,6112080,,"-60,6115341696178"
BUENOS AIRES,Bragado,,437,SI,--,,--,--,SI,--,,,6112090,"-34,9098734445057",
BUENOS AIRES,,,215,--,,,--,--,,SI,,SI,6119010,"-35,3615828022139",
BUENOS AIRES,Brandsen,Barrio El Mirador,,--,--,--,,--,--,,SI,SI,,,"-58,0484420796345"
,Brandsen,Barrio Las Golondrinas,383,,--,--,--,,--,,SI,SI,6119020,,"-58,1935382681817"
,Brandsen,Barrio Los Bosquecitos,124,,--,--,--,,--,--,,--,6119030,"-35,1050389949725",
,Brandsen,Barrio Parque Las Acacias,,,--,--,,,--,--,,,6119040,"-35,1030329461442",
BUENOS AIRES,,Campos de Roca,234,--,,--,--,--,,,SI,SI,6119045,,"-58,0953896541907"
BUENOS AIRES,,,4,--,,,--,--,,--,--,--,,"-35,2139978115731","-58,2433030920635"
ENTRE RIOS,Paraná,Pueblo Moreno,,--,--,--,,,--,--,--,,30084070,"-31,5884913847857","-60,0648929343735"
,General Roca,Barrio Unión,106,,--,--,--,,SI,--,,,62042350,"-38,979186876102",
,Brandsen,Coronel Brandsen,,,SI,--,,,SI,,SI,SI,6119050,,"-58,2373529446643"
,Brandsen,Gómez,362,,--,--,--,,--,,--,SI,,,"-58,1656899882306"
BUENOS AIRES,,,2496,SI,,,SI,--,,SI,,SI,6119070,"-35,2802043920968",
BUENOS AIRES,,Oliden,183,--,,--,--,--,,SI,--,,6119080,"-35,1842584334678","-57,9479623248001"
BUENOS AIRES,,Posada de los Lagos,15,--,,,--,--,,,SI,SI,,"-35,1499383981993","-58,0504528667351"
BUENOS AIRES,Brandsen,,6,--,--,,--,--,--,,--,--,6119090,,"-58,2805297949826"
,Campana,Alto Los Cardales,1983,,--,--,SI,,SI,--,,,6126010,"-34,3160243688815",
BUENOS AIRES,Campana,Barrio Los Pioneros,,--,--,--,,--,SI,--,,SI,6126020,"-34,2530406367633",
BUENOS AIRES,Campana,,86860,SI,SI,,SI,SI,SI,,SI,SI,6126030,,"-58,9588741035355"
BUENOS AIRES,,,1621,--,,,--,--,,--,SI,SI,,"-34,2934153226239","-58,921199044246"
,Campana,Lomas del Río Luján (Est. Río Luján),261,,SI,--,--,,--,--,,SI,6126040,"-34,2816770641806",
,General Rodríguez,General Rodríguez,,,SI,SI,,,SI,SI,SI,,6364030,"-34,6079239021063","-58,950282039134"
BUENOS AIRES,,Barrio Parque General San Martin,421,--,,SI,SI,--,,,--,SI,,,"-58,5843112459936"
BUENOS AIRES,,,19664,SI,,,SI,--,,SI,SI,SI,,"-34,5751071711249","-58,5745828938046"
BUENOS AIRES,General San Martín,,29180,SI,SI,,SI,SI,SI,SI,SI,,6371010,"-34,5796986848297","-58,5420144816587"
BUENOS AIRES,,Ciudad Jardin El Libertador,63479,--,,--,--,--,,SI,,,6371010,"-34,5416520781805",
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,,--,SI,--,,--,--,--,SI,SI,,"-34,5646397095177","-58,5922548425316"
,General San Martín,Villa Ayacucho,3939,,SI,--,,,--,,SI,SI,6371010,,"-58,5530430923958"
BUENOS AIRES,,,36272,SI,,,SI,--,,SI,,SI,6371010,"-34,5422846822324",
BUENOS AIRES,General San Martín,,8519,--,SI,,SI,--,--,--,,,6371010,"-34,5905899097986",
BUENOS AIRES,,,5179,--,,,SI,--,,,SI,SI,,,"-58,523036970803"
BUENOS AIRES,,Villa Coronel Jose M. Zapiola,22369,--,,--,SI,--,,--,SI,SI,,"-34,5595169115142","-58,5772769308184"
,General San Martín,Villa General Antonio J. De Sucre,,,SI,--,,,--,--,,,6371010,"-34,5470506011052",
,General San Martín,Villa General Eugenio Necochea,29982,,SI,--,SI,,--,--,SI,,6371010,"-34,51253320696","-58,5801478288493"
,General San Martín,Villa General Jose Tomas Guido,18828,,SI,--,,,--,--,SI,SI,,"-34,553116323608","-58,5669976603922"
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,,--,SI,--,,--,--,,SI,SI,6371010,,"-58,5553936643491"
BUENOS AIRES,,Villa Godoy Cruz,6116,--,,--,SI,--,,--,SI,,6371010,"-34,5433989252454","-58,5755928423118"
BUENOS AIRES,General San Martín,,21113,--,SI,,SI,--,SI,--,,,6371010,"-34,5507646909435",
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,,--,SI,--,,--,--,,SI,SI,6371010,,"-58,5491721010066"
,General San Martín,Villa José León Suarez,,,SI,--,,,SI,SI,SI,SI,,"-34,5253711653351","-58,5802550661988"
BUENOS AIRES,,Gowland,1738,--,,--,SI,--,,--,,SI,6532010,"-34,652429281715",
BUENOS AIRES,,,191,--,,,--,--,,--,--,,6532030,"-34,69896","-59,31944"
,Mercedes,Mercedes,56116,,SI,SI,SI,,SI,,SI,SI,6532020,,"-59,4295981722689"
,Mercedes,Tomás Jofré,,,--,--,,,--,,--,--,,,"-59,3194428313109"
BUENOS AIRES,Merlo,Libertad,,SI,SI,SI,,SI,SI,SI,,,6539010,"-34,7085422423529",
,Merlo,Mariano Acosta,60717,,SI,--,SI,,SI,SI,,SI,6539010,"-34,7154808073462",
BUENOS AIRES,Merlo,,274130,SI,SI,,SI,--,SI,SI,SI,SI,,,"-58,7436432079669"
BUENOS AIRES,,,37628,SI,,,SI,--,,,SI,SI,6539010,,"-58,7060431536772"
,Merlo,San Antonio De Padua,,,SI,SI,,,SI,SI,,,6539010,"-34,6698581359268",
BUENOS AIRES,Monte,Abbott,,--,--,--,,SI,SI,SI,SI,,6547010,"-35,2825062106661","-58,8042619084922"
BUENOS AIRES,Monte,San Miguel del Monte (Est. Monte),,SI,SI,SI,,,SI,,SI,SI,6547020,,"-58,8094598355672"
,Monte,Zenón Videla Dorna,76,,--,--,--,,--,--,--,SI,,,"-58,8855911917932"
BUENOS AIRES,Monte Hermoso,,118,SI,,,SI,--,--,SI,,SI,6553010,"-38,995357691335",
BUENOS AIRES,,Monte Hermoso,6351,SI,,--,SI,--,,SI,,,6553020,"-38,9815065384254",
BUENOS AIRES,,,45231,--,,,SI,--,,,SI,SI,,,"-58,8163010886698"
BUENOS AIRES,Moreno,,27954,SI,SI,,SI,--,SI,,SI,SI,6560010,,"-58,859942785434"
,Tigre,Don Torcuato Este,,,SI,SI,,,SI,SI,SI,,6805010,"-34,4869370480479","-58,6159410299812"
BUENOS AIRES,Tigre,Don Torcuato Oeste,,--,--,--,,--,SI,--,,SI,6805010,"-34,5035354582885",
BUENOS AIRES,Tigre,,54374,SI,SI,,SI,SI,SI,,SI,SI,,,"-58,6570301927479"
BUENOS AIRES,,,54208,SI,,--,SI,SI,,SI,SI,SI,,"-34,4523088119909","-58,6448936162046"
,Tigre,Los Troncos Del Talar,37016,,SI,--,SI,,--,SI,,,6805010,"-34,4425672031974",
BUENOS AIRES,Tigre,Nordelta,,,SI,--,,--,--,SI,SI,,6805010,"-34,4065916","-58,6712671"
RIO NEGRO,,Mamuel Choique,243,--,,--,SI,--,,,--,--,62056020,,"-70,1708632216436"
RIO NEGRO,Ñorquincó,,565,--,--,,--,SI,,SI,--,--,,"-41,843448611748","-70,8943932149944"
RIO NEGRO,Ñorquincó,,69,--,--,,--,--,--,SI,--,,62056040,"-41,534892227381","-69,854645970072"
BUENOS AIRES,,,24410,SI,,,SI,--,,SI,,,6805010,"-34,4563339674448",
BUENOS AIRES,Tigre,Rincón de Milberg,,SI,SI,--,,--,SI,SI,SI,SI,,"-34,4097532043357","-58,6304827023614"
,Tigre,Tigre,,,SI,--,,,SI,,SI,SI,,,"-58,5779717541318"
BUENOS AIRES,,General Conesa,1302,SI,,--,--,--,,SI,,SI,6812010,"-36,5208587437818",
BUENOS AIRES,Tordillo,,0,--,--,,--,--,SI,--,,,6812010,"-36,4735206430311",
BUENOS AIRES,,Chasicó,203,--,,--,--,--,,SI,--,--,,"-38,3352258409739","-62,6424099899733"
BUENOS AIRES,Tornquist,,1351,SI,--,,--,--,--,,SI,SI,,,"-61,7678925154653"
,Tornquist,Sierra de la Ventana,2165,,SI,--,SI,,--,SI,SI,,6819030,"-38,1366716139365","-61,7956860399239"
,Ñorquincó,Río Chico (Est. Cerro Mesa),,--,--,--,,SI,--,SI,,,62056050,"-41,7167227835394",
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,,--,--,--,,--,--,,--,--,62063005,,"-63,9985907357656"
,Cañuelas,Alejandro Petión,,,SI,SI,,,SI,SI,SI,SI,,"-34,9793768508134","-58,6749430768989"
BUENOS AIRES,Cañuelas,,7165,--,--,,--,--,SI,--,,,6134030,"-34,9364563092157",
BUENOS AIRES,,,155,--,,,--,--,,--,--,,6134020,"-35,0742486164225","-58,8632420603475"
,Cañuelas,Cañuelas,29974,,SI,SI,,,SI,SI,SI,SI,,"-35,0527140350539","-58,7583856965375"
BUENOS AIRES,Cañuelas,Gobernador Udaondo,,--,--,--,,--,SI,,--,SI,6134040,,"-58,5943053657455"
BUENOS AIRES,,,7165,--,SI,,SI,--,SI,--,--,,6134050,"-34,9364563092157","-58,6143957995956"
BUENOS AIRES,,Santa Rosa,5297,--,,--,--,SI,,--,,SI,6134060,"-34,9611839371811",
BUENOS AIRES,Cañuelas,Uribelarrea,,SI,--,--,,--,SI,,SI,SI,,,"-58,8904871463421"
,Cañuelas,Vicente Casares,787,,--,SI,--,,SI,,SI,SI,6134080,,"-58,6504979594296"
,Capitán Sarmiento,Capitán Sarmiento,,,SI,--,,,SI,SI,,SI,6140010,"-34,1723674255219",
BUENOS AIRES,Capitán Sarmiento,La Luisa,,--,--,--,,--,SI,--,,,6140020,"-34,1285572110784",
BUENOS AIRES,,,542,--,,,--,--,,,--,--,6147010,,"-61,5312630222769"
BUENOS AIRES,General San Martín,,18082,--,SI,,SI,--,--,,SI,SI,,,"-58,5750972559389"
BUENOS AIRES,General San Martín,Villa Libertad,,--,SI,--,,--,--,--,SI,,6371010,"-34,5846960052521","-58,5623334028073"
,General San Martín,Villa Lynch,4097,,SI,--,SI,,--,SI,,,6371010,"-34,590146441043",
,General San Martín,Villa Maipu,25120,,SI,--,SI,,SI,,SI,SI,,,"-58,5245451491949"
,General San Martín,Villa Marqués Alejandro María De Aguado,,,SI,--,,,--,,SI,SI,6371010,,"-58,5383771255925"
BUENOS AIRES,,Villa Parque Pres Figueroa Alcorta,3762,--,,--,SI,--,,--,,,6371010,"-34,5939487574993",
BUENOS AIRES,,,4567,--,,,SI,--,,--,,SI,6371010,"-34,5618730613851",
BUENOS AIRES,General San Martín,,10018,SI,SI,,SI,--,SI,,SI,SI,6371010,,"-58,5448069225448"
BUENOS AIRES,,,3654,--,,,SI,--,,,SI,SI,,,"-58,5491073994839"
BUENOS AIRES,General Viamonte,Baigorrita,,SI,--,--,,--,SI,SI,,SI,6385010,"-34,7472686783062",
,General Viamonte,La Delfina,26,,--,--,--,,--,--,--,,6385020,"-34,9420471191406","-61,1595687866211"
BUENOS AIRES,,,39685,SI,,,SI,SI,,SI,SI,SI,,"-34,6452391234366","-58,8380252692761"
BUENOS AIRES,Moreno,,177572,SI,SI,,SI,SI,SI,,SI,SI,,,"-58,7921362740593"
,Moreno,Paso Del Rey,,,SI,--,,,SI,SI,SI,,6560010,"-34,6353876829627","-58,7503180890016"
,Moreno,Trujui,112511,,SI,SI,SI,,SI,SI,,,6560010,"-34,5941439978594",
BUENOS AIRES,,,107962,SI,,,SI,--,,SI,SI,SI,,"-34,6644131034283","-58,6456427123911"
BUENOS AIRES,,El Palomar,59312,SI,,SI,SI,SI,,,SI,SI,6568010,,"-58,601533043415"
BUENOS AIRES,,Tornquist,6473,SI,,--,SI,SI,,SI,,,6819040,"-38,0989983131157",
BUENOS AIRES,Tornquist,,82,--,--,,--,--,--,--,--,,6819050,"-38,2867749310339","-62,2073117423093"
,Tornquist,Villa Serrana La Gruta,,,SI,--,,,--,,--,--,,,"-62,0782618310425"
BUENOS AIRES,Tornquist,Villa Ventana,,SI,--,--,,--,--,SI,--,SI,,"-38,0795765714478","-61,9311383483155"
BUENOS AIRES,Trenque Lauquen,,4777,--,SI,,SI,--,--,SI,SI,,6826040,"-36,2779720057322",
BUENOS AIRES,,,1098,--,,,SI,--,,SI,,SI,6826010,"-35,8580311359835",
BUENOS AIRES,Trenque Lauquen,,161,SI,--,,--,--,SI,,--,--,,,"-62,3569660936558"
BUENOS AIRES,,La Carreta,45,--,,--,--,--,,--,--,--,,"-36,207576751709","-62,2386894226074"
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,,SI,SI,SI,,SI,SI,SI,,,6826050,"-35,9746951559846",
,Trenque Lauquen,Trongé,23,,--,--,,,SI,--,--,,6826060,"-36,4603092402658","-62,4871229040303"
,Tres Arroyos,Balneario Orense,77,,--,--,--,,--,--,SI,SI,,"-38,8079580951783","-59,7382989446997"
,San Antonio,Los Alisos,,,--,--,,,--,,--,--,,,"-65,2818272273441"
CABA,,MONSERRAT,39914,SI,,SI,SI,SI,,SI,SI,,2000010,"-34,6126880821742","-58,379652044818"
CORDOBA,,,549,--,,,--,--,,--,,SI,14007080,"-31,8969643877578",
,Calamuchita,Las Bajadas,,--,--,--,,--,SI,,--,SI,14007090,,"-64,3310535546374"
,Calamuchita,Las Caleras,192,,--,--,--,,SI,,--,--,,,"-64,5185923418535"
CORDOBA,,Los Cóndores,2879,SI,,,--,SI,,SI,,SI,14007110,"-32,3211277679392",
CORDOBA,Calamuchita,,260,--,--,,--,--,SI,--,,,14007120,"-31,8568223164309",
,Calamuchita,Los Reartes,1192,,--,--,SI,,SI,,SI,SI,14007130,,"-64,5755037073336"
CABA,COMUNA 06,CABALLITO,,SI,SI,SI,,SI,SI,SI,SI,SI,,"-34,6168254996915","-58,443603110353"
,Río Primero,La Puerta,,,--,--,,,SI,SI,,,14105130,"-30,8926051154777","-63,2532712015227"
,Río Primero,La Quinta,150,,--,--,--,,SI,--,,--,14105140,"-31,0622588456023",
CORDOBA,,,109,--,,,--,--,,,--,SI,,,"-63,2418444621471"
CORDOBA,,Las Saladas,134,--,,--,--,--,,,--,--,14105160,,"-63,2035027286926"
,Río Primero,Maquinista Gallini,69,,--,--,--,,--,--,,--,14105170,"-30,9074419738178",
CORDOBA,Río Primero,Monte del Rosario,,--,--,--,,--,--,--,--,,14105180,"-30,9826026339688","-63,6017850424963"
,Río Primero,Montecristo,9254,,--,--,SI,,SI,SI,SI,SI,,"-31,3438538707604","-63,9457735584091"
,Río Primero,Obispo Trejo,,,--,--,,,--,,SI,SI,,,"-63,4130494343907"
CABA,,VILLA LURO,32502,SI,,SI,SI,SI,,SI,SI,,2000010,"-34,6364127783977","-58,5027288050931"
CORDOBA,,,1317,SI,,,SI,--,,SI,,SI,14168110,"-30,9428574787407",
CORDOBA,Totoral,,8211,SI,--,,SI,--,SI,,SI,SI,,,"-64,0682991778579"
CORDOBA,,,0,--,,--,--,--,,--,--,--,,"-30,096944","-63,931111"
CORDOBA,Tulumba,Churqui Cañada,,--,--,--,,--,--,--,,,14175020,"-30,1681571983317",
,Tulumba,El Rodeo,134,,--,--,--,,--,--,--,,14175030,"-30,176079345889","-63,8679636143828"
CORDOBA,,,79,--,,,--,--,,,--,--,,,"-64,5298988550679"
CORDOBA,Tulumba,,1104,SI,--,,--,--,--,,SI,SI,14175050,,"-63,5966635615372"
,COMUNA 14,PALERMO,,,SI,SI,,,SI,SI,SI,,2000010,"-34,5738999836423",
,Diamante,Aldea Valle María,2149,,--,--,SI,,SI,SI,,SI,30021060,"-31,9922440087904",
ENTRE RIOS,,,255,--,,,--,--,,,--,--,,,"-60,5752901869571"
ENTRE RIOS,,Costa Grande,0,--,,--,--,--,,,--,--,30021127,,"-60,4330334152"
ENTRE RIOS,,Diamante,19142,SI,,--,--,--,,SI,,SI,30021080,"-32,0671549441222",
ENTRE RIOS,Diamante,,171,--,--,,--,--,SI,SI,,,30021090,"-32,1133207438253",
,Diamante,Estacion Puiggari,,,--,--,--,,--,,--,--,30021140,,"-60,4435729044204"
ENTRE RIOS,Diamante,General Alvear,,--,--,--,,--,SI,SI,--,SI,,"-31,9494541080354","-60,6779497259324"
ENTRE RIOS,Diamante,,514,--,--,,--,--,SI,SI,--,,30021110,"-31,9840164487261","-60,4083912285494"
FORMOSA,,,222218,SI,,,SI,SI,,SI,,,34014020,"-26,1828223055764",
FORMOSA,,Gran Guardia,916,--,,--,--,--,,SI,--,SI,,"-25,8628496341956","-58,8859915019649"
FORMOSA,Formosa,,373,--,--,,--,--,,,--,--,34014040,,"-58,4884270518243"
,Formosa,Mojón de Fierro,1131,,--,--,--,,SI,--,,,34014050,"-26,0345119719636",
,Formosa,San Hilario,,,--,--,,SI,SI,--,,SI,34014060,"-26,0248676792093",
FORMOSA,Formosa,Villa del Carmen,,--,--,--,,SI,SI,,SI,SI,34014070,,"-58,252552869015"
,Formosa,Villa Trinidad,,,--,--,,,--,,--,--,,,"-58,1733930549121"
FORMOSA,Laishi,,374,--,--,,--,--,SI,--,,--,34021010,"-26,7071297025561",
FORMOSA,,,2802,SI,,,--,SI,,SI,--,,34021020,"-26,654180225538",
,Laishi,Herradura,,,--,--,,,SI,SI,--,SI,,"-26,4874646396691","-58,3122424597995"
FORMOSA,Laishi,San Francisco de Laishi,,--,--,--,,SI,SI,,SI,SI,,,"-58,6300642415106"
FORMOSA,,,1056,--,,,--,--,SI,--,--,,34021050,"-26,3987186827879","-58,3575600493034"
FORMOSA,,Villa Escolar,1290,--,,--,--,--,,--,,,34021060,"-26,6211844819298",
LA PAMPA,Quemú Quemú,Quemú Quemú,,--,--,SI,,,SI,SI,SI,SI,,"-36,053677480752","-63,5632432919433"
,Quemú Quemú,Relmo,120,,--,--,--,,--,,SI,--,,,"-63,4481302030919"
,Quemú Quemú,Villa Mirasol,,,--,--,,,SI,SI,,--,42119060,"-36,0757513459043",
LA PAMPA,Rancul,Caleufú,,--,SI,--,,SI,--,SI,--,,42126010,"-35,5928646334622","-64,5586842581366"
LA PAMPA,,,52,--,,,--,--,,,--,--,,,"-65,1025535202338"
LA PAMPA,Rancul,,1168,--,SI,,--,SI,--,SI,--,--,,"-35,671688678266","-64,940569826581"
LA PAMPA,Rancul,Parera,,--,--,--,,SI,SI,SI,SI,,42126040,"-35,1462930750947","-64,5006491231723"
,Rancul,Pichi Huinca,228,,--,--,SI,,--,SI,,--,42126050,"-35,6473423932767",
LA PAMPA,Rancul,Quetrequén,,--,--,--,,,SI,,--,--,,,"-64,5213693396743"
,Rancul,Rancul,3322,,--,--,SI,,SI,SI,--,SI,,"-35,0661985558406","-64,683114985952"
LA PAMPA,,,279,--,,,--,SI,SI,SI,,--,42133010,"-35,0179130302315",
LA PAMPA,,Alta Italia,1350,--,,--,--,SI,,SI,--,,42133020,"-35,3338595551664","-64,1182405361085"
LA PAMPA,,,300,--,,,SI,--,,SI,--,--,,"-35,0415558502239","-64,3847126106129"
MENDOZA,General Alvear,,4939,--,SI,,--,SI,SI,,SI,SI,,,"-67,5161818289008"
,General Alvear,Carmensa,,,--,--,,,SI,SI,--,,50014020,"-35,1449057898791","-67,662955044003"
MENDOZA,General Alvear,General Alvear,,SI,SI,SI,,--,SI,SI,,,50014030,"-34,9804694766564",
MENDOZA,General Alvear,,439,--,--,,--,--,--,,SI,SI,50014040,,"-67,6590893207424"
MENDOZA,,,0,--,,,SI,--,,--,SI,SI,,,"-68,8651880637399"
,Godoy Cruz,Godoy Cruz,191299,,SI,SI,SI,,SI,SI,,SI,50021010,"-32,9215283150576",
MENDOZA,Godoy Cruz,LAS TORTUGAS,,,--,--,,--,--,--,,,50021010,"-32,9453107154249",
MENDOZA,,Presidente Sarmiento,0,--,,--,--,--,,,--,--,50021010,,"-68,9190971058586"
MENDOZA,Godoy Cruz,,0,--,--,,SI,--,,,SI,SI,,,"-68,8333388830804"
MENDOZA,Godoy Cruz,,0,--,--,,SI,--,--,--,,,50021010,"-32,9085519196216",
MENDOZA,,,0,--,,,--,--,,--,,SI,50021010,"-32,9368994348648",
SALTA,Grl. José de San Martín,Pacará,,--,--,--,,--,--,--,--,--,,"-22,4452723425454","-63,43543212618"
,Malargüe,Malargüe,,,SI,--,,,SI,,SI,SI,50077040,,"-69,5886491865783"
MENDOZA,,Andrade,216,--,,--,--,--,,--,,,50084010,"-33,1624680014146",
MENDOZA,Rivadavia,,267,--,--,,--,--,SI,--,--,,50084020,"-33,2692489302548","-68,4383631651486"
MENDOZA,,,408,--,,,--,--,,,--,--,50084030,,"-68,4837256054182"
MENDOZA,,Cuadro Ortega,0,--,,--,--,--,,--,SI,--,,"-33,282949271283","-68,4657441362603"
,Rivadavia,El Mirador,,,--,--,,,SI,--,,--,50084040,"-33,2906467543213",
,Rivadavia,La Central,802,,--,--,--,,SI,--,,,50084050,"-33,2736424903477",
,Rivadavia,La Esperanza,200,,--,--,,,SI,,--,--,,,"-68,3343426790403"
MENDOZA,Rivadavia,La Florida,,--,--,--,,--,SI,,--,--,50084070,,"-68,4657172961175"
MENDOZA,,La Libertad,582,--,,--,--,--,,--,,,50084080,"-33,2163869013321",
MENDOZA,Rivadavia,,362,--,--,,--,--,SI,--,,--,50084090,"-33,1813162523339",
MENDOZA,Rivadavia,Los Campamentos,,--,--,--,,--,SI,,--,SI,,,"-68,4008493516637"
,Rivadavia,Medrano,,,--,SI,,,SI,SI,SI,SI,,"-33,1787463382932","-68,6219271508795"
MENDOZA,,Mundo Nuevo,295,--,,--,--,--,,--,,,50084120,"-33,1753415989261",
MENDOZA,,,490,--,,,--,--,,SI,--,,50084130,"-33,2063088772501","-68,5835152115814"
,Rivadavia,Rivadavia,31038,,--,SI,SI,,SI,,SI,SI,,,"-68,4736188877526"
,Rivadavia,Santa María de Oro,,,--,--,,,SI,--,--,--,,"-33,2059806305116","-68,4335589109359"
MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,,--,--,--,,--,--,SI,--,,54049020,"-26,2546761021204","-53,6472133435976"
,General Manuel Belgrano,Caburei,225,,--,--,--,,--,--,,--,54049025,"-25,6820367479588",
MISIONES,General Manuel Belgrano,,1956,--,--,,--,--,--,--,--,SI,,"-26,2918653520361","-53,7575832277415"
MISIONES,,Integración,191,--,,,--,--,,,--,--,,,"-53,8522974773477"
,General Manuel Belgrano,Piñalito Norte,,,--,--,,,--,--,,SI,54049043,"-25,926985370994",
MISIONES,General Manuel Belgrano,Puerto Andresito,,--,--,--,,--,--,--,--,,54049045,"-25,5880676406692","-54,0084915753095"
,General Manuel Belgrano,Puerto Deseado,179,,--,--,--,,--,--,--,--,,"-25,7862399598743","-54,038267293845"
MISIONES,General Manuel Belgrano,San Antonio,,--,--,--,,--,--,,SI,SI,54049050,,"-53,7339959536295"
MISIONES,,,5065,--,,--,--,SI,,SI,--,,54056010,"-27,2908601020425","-54,2007777459323"
MISIONES,Guaraní,,471,--,--,,--,--,SI,--,,,54056020,"-26,740151400562",
MISIONES,,,21068,--,,,SI,--,,,SI,SI,,,"-54,4834965149084"
MISIONES,,Esperanza,15204,SI,,--,SI,--,,SI,SI,SI,,"-26,0232970897792","-54,6125092333468"
,Iguazú,Libertad,,,--,--,,,--,SI,,,54063020,"-25,9216713372731",
,Iguazú,Puerto Iguazú,41062,,SI,--,SI,,--,SI,SI,,54063030,"-25,6010431152667","-54,576736880982"
MISIONES,,Villa Cooperativa,55,--,,--,--,--,,,--,--,,,"-54,5384663539082"
NEUQUEN,,,27956,SI,,,SI,SI,SI,,SI,SI,58056010,,"-71,3550098619322"
NEUQUEN,Lácar,Villa Lago Meliquina,,SI,--,--,,--,SI,SI,,,58056020,"-40,3816875508143",
,Loncopué,Chorriaca,,,--,--,,,SI,--,,--,58063010,"-37,929624048638",
NEUQUEN,Loncopué,,4877,--,SI,,--,SI,SI,,--,SI,,"-38,0699432722928","-70,6124039046889"
NEUQUEN,,Villa La Angostura,11063,SI,,SI,SI,SI,,,SI,SI,58070010,,"-71,6451967512926"
NEUQUEN,,Villa Traful,356,--,,--,--,SI,,SI,,--,58070020,"-40,6515336234792",
NEUQUEN,,,2481,SI,,,SI,SI,,SI,--,,58077010,"-37,1814100578481","-70,6690765415839"
,Minas,Huinganco,733,,--,SI,--,,SI,,--,--,58077020,,"-70,6240350766311"
,Minas,Las Ovejas,,,--,--,,,SI,,--,--,,,"-70,7487001311443"
NEUQUEN,Minas,,201,--,--,,--,--,,--,--,,58077040,"-37,2079272879054","-70,8208608595818"
NEUQUEN,,Manzano Amargo,334,--,,--,--,--,,--,,--,58077050,"-36,7475538529054",
NEUQUEN,,Varvarco,445,--,,--,--,--,,--,--,SI,,,"-70,6784177984494"
NEUQUEN,Minas,,197,--,--,,--,--,SI,,--,--,58077070,,"-70,7687465935033"
,Bariloche,San Carlos de Bariloche,,,SI,SI,SI,,SI,SI,,,62021060,"-41,1369282850916",
RIO NEGRO,Bariloche,Villa Campanario,,--,--,--,,--,--,--,,SI,62021030,"-41,0649702714092",
,Bariloche,Villa Catedral,,,--,--,,,--,,SI,SI,62021080,,"-71,4375745404969"
,Bariloche,Villa Llao Llao,0,,--,--,--,,--,,SI,SI,,,"-71,5396513534561"
RIO NEGRO,,,1919,--,,,--,SI,,--,,SI,62021100,"-41,1575793746786",
RIO NEGRO,,Villa Mascardi,59,--,,--,SI,--,,--,SI,,62021110,"-41,3495536441427","-71,5090416294131"
,Conesa,Barrio Colonia Conesa,129,,--,--,--,,--,--,--,--,,"-40,1405715071916","-64,3297427915782"
RIO NEGRO,Conesa,Barrio Planta Compresora de Gas,,,--,--,,--,--,,--,--,,,"-64,4726087632632"
RIO NEGRO,Conesa,,5484,SI,--,,SI,SI,SI,SI,SI,,62028020,"-40,1047354258125","-64,452961945825"
RIO NEGRO,,,110,--,,--,--,SI,,--,,,62035010,"-39,9787588388031",
RIO NEGRO,El Cuy,Cerro Policía,,--,--,--,,--,--,SI,SI,SI,,"-39,7252943733893","-68,4939533269128"
,El Cuy,El Cuy,498,,--,SI,--,,--,,--,--,62035030,,"-68,3369498427779"
,El Cuy,Las Perlas,2182,,--,--,SI,,SI,--,,,62035040,"-38,9840690690676",
