,Partido,Localidad,ADSL,,DIALUP,FIBRAOPTICA,4G,,TELEFONIAFIJA,,SATELITAL
SAN LUIS,,Suyuque Nuevo,--,--,,--,--,--,,--,
,Belgrano,Toro Negro,--,,--,--,--,,--,,--
SAN LUIS,Chacabuco,Villa Larca,,,--,--,,SI,SI,,--
SAN LUIS,Coronel Pringles,,--,--,--,,--,--,--,--,
SAN LUIS,,,--,--,,--,--,--,,SI,
SAN LUIS,Coronel Pringles,Cerros Largos,,--,--,--,,--,--,,--
,Coronel Pringles,Cienaga De Intihuasi,--,,--,--,--,,--,,--
,Coronel Pringles,El Arenal,--,,--,--,--,,--,--,
,Coronel Pringles,El Baldecito,,,--,--,,,--,--,
SAN LUIS,,El Durazno,--,--,,--,--,SI,,SI,--
SAN LUIS,,,--,--,,,SI,SI,,,--
SAN LUIS,Coronel Pringles,Eleodoro Lobos,,--,--,--,,,--,--,
,Coronel Pringles,Estancia Grande,--,,--,--,--,,--,--,--
,Coronel Pringles,Fraga,,,--,SI,,,SI,,--
,Coronel Pringles,Intihuasi,--,,--,--,--,,--,,--
SAN LUIS,,,--,--,,,--,--,,SI,--
SAN LUIS,,La Florida,--,--,,--,--,--,,SI,
SAN LUIS,,,--,--,,,--,--,,,--
SAN LUIS,Coronel Pringles,,SI,--,--,,SI,SI,--,,--
,Coronel Pringles,La Totora,--,,--,--,SI,,--,--,
SAN LUIS,Coronel Pringles,Las Barranquitas,,--,--,--,,SI,--,--,
SAN LUIS,Coronel Pringles,,--,--,--,,--,--,--,--,--
SAN LUIS,,,--,--,,,--,--,,,--
,Coronel Pringles,Marmol Verde,--,,--,--,--,,--,--,--
,Coronel Pringles,Pampa Del Tamboreo,,,--,--,,,--,--,
SAN LUIS,,Paso Del Rey,--,--,,--,--,--,,--,--
SAN LUIS,,,--,--,,,--,--,,,--
SAN LUIS,Coronel Pringles,,--,--,--,,--,--,--,--,
SAN LUIS,,Saladillo,--,--,,SI,SI,SI,,SI,--
SAN LUIS,Coronel Pringles,Valle De Pancanta,,--,--,--,,--,--,,--
,General Pedernera,5Ta Brigada,,,--,--,,,--,--,--
SAN LUIS,,,--,--,,,--,--,,--,
SAN LUIS,General Pedernera,,--,--,--,,--,--,--,--,
SAN LUIS,,,--,--,,,--,--,,--,--
SAN LUIS,,Country Club Los Caldenes,--,--,,--,--,--,,,--
,General Pedernera,Dique Vulpiani,,,--,--,,,--,--,--
,General Pedernera,Juan Jorba,--,,--,--,SI,,SI,SI,
,General Pedernera,Juan Llerena,--,,--,--,,,SI,,--
SAN LUIS,General Pedernera,Justo Daract,,--,SI,--,,SI,SI,SI,--
SAN LUIS,,La Angelina,--,--,,--,--,--,,SI,
SAN LUIS,General Pedernera,,--,--,--,,SI,SI,--,--,--
SAN LUIS,General Pedernera,La Punilla,,--,--,--,,--,SI,SI,--
,General Pedernera,La Ribera,,,--,--,,,--,,--
SAN LUIS,,Las Isletas,--,--,,--,--,--,,--,--
SAN LUIS,,,--,--,,,--,--,,SI,
,General Pedernera,Liborio Luna,--,,--,--,SI,,--,,--
,General Pedernera,Nación Ranquel,,,--,--,,,--,,--
SAN LUIS,General Pedernera,Rio Quinto,,--,--,--,,--,--,--,
,General Pedernera,San José del Morro,--,,--,--,--,,--,SI,
SANTA FE,San Lorenzo,,--,--,--,,SI,--,SI,,--
SANTA FE,,Fray Luis Beltrán,SI,SI,,,SI,SI,,,--
,San Lorenzo,Fuentes,,,--,SI,,,SI,--,--
SANTA FE,San Lorenzo,Luis Palacios (Est. La Salada),,SI,--,--,,--,SI,SI,
SANTA FE,San Lorenzo,Puerto General San Martín,,--,--,SI,,,--,,SI
,San Lorenzo,Pujato,SI,,--,--,SI,,SI,,--
SANTA FE,,,SI,SI,,,SI,SI,SI,SI,
SANTA FE,,Roldán,SI,SI,,SI,SI,SI,,SI,
SANTA FE,,,SI,SI,,,SI,SI,,,--
SANTIAGO DEL ESTERO,Aguirre,,--,--,--,,--,--,--,,--
,General Obligado,Florencia,,,--,--,,,SI,SI,
SANTA FE,General Obligado,Guadalupe Norte,,--,--,--,,--,SI,--,--
SANTA FE,General Obligado,,--,--,--,,--,--,SI,SI,SI
SANTA FE,,,--,--,,--,--,--,,,SI
,General Obligado,La Sarita,--,,--,--,SI,,SI,SI,--
,General Obligado,Lanteri,,,--,--,,SI,SI,SI,
SANTA FE,,Las Garzas,SI,--,,--,SI,--,,--,--
SANTA FE,General Obligado,,SI,SI,--,,SI,SI,,,SI
SANTA FE,General Obligado,,--,--,--,,SI,--,SI,--,
SANTA FE,,,SI,SI,,,SI,SI,,SI,--
SANTA FE,General Obligado,Paraje San Manuel,,--,--,--,,--,SI,,SI
,General Obligado,Puerto Reconquista,,,--,--,,,SI,--,--
SAN LUIS,,Talita,--,--,,--,--,--,,SI,
SAN LUIS,La Capital,,--,--,--,,--,--,--,SI,
SAN LUIS,,Alto Pencoso,--,--,,SI,SI,--,,,--
SAN LUIS,La Capital,,--,--,--,,SI,--,,SI,SI
,La Capital,Beazley,--,,--,--,--,,--,SI,
,La Capital,Boca Del Tigre,,,--,--,,--,--,--,SI
SAN LUIS,La Capital,Cazador,,--,--,--,,--,--,SI,--
,La Capital,Cerro Colorado,,,--,--,,,--,,--
SAN LUIS,La Capital,,--,--,--,,--,--,--,--,--
SAN LUIS,,,--,--,,,SI,SI,,SI,
,La Capital,CRUZ DE PIEDRA,--,,--,--,,,--,,--
SAN LUIS,La Capital,Daniel Donovan,,--,--,--,,--,--,--,--
SAN LUIS,,,--,--,,,--,--,--,SI,
SAN LUIS,,El Charabon,--,--,,--,--,--,,--,--
SAN LUIS,La Capital,El Chorrillo,,--,--,--,,SI,--,,--
,La Capital,El Volcán,--,,--,--,--,,SI,,--
,La Capital,Estancia Grande,,,--,--,,,--,--,
SAN LUIS,La Capital,Jarilla,,--,--,--,,--,--,SI,
SAN LUIS,,,--,--,,,--,--,,,--
SAN LUIS,La Capital,,SI,--,SI,,--,--,SI,,--
SAN LUIS,La Capital,La Punta,,SI,--,SI,,SI,--,--,
,La Capital,Las Barrancas,--,,--,--,--,,--,SI,SI
,La Capital,Las Chacras,--,,--,--,--,,--,,--
,Orán,San Ramón de la Nueva Orán,,,--,SI,,,SI,,SI
SALTA,,Urundel,--,--,,SI,SI,SI,,SI,
SALTA,,,--,--,,,--,--,,SI,
SALTA,Rivadavia,,--,--,--,,--,--,--,,--
SALTA,,,SI,--,,SI,SI,SI,,,SI
SALTA,Rivadavia,Hito 1,,--,--,--,,--,--,--,--
,Rivadavia,La Unión,--,,--,--,SI,,--,--,
SALTA,,,--,--,,,SI,--,,,--
SALTA,Rivadavia,,--,--,--,,SI,--,--,SI,--
,Rivadavia,Rivadavia,,,--,SI,,,--,--,
,Rivadavia,Santa María,--,,--,--,--,,--,--,--
SALTA,,,--,--,,,--,--,,,--
SALTA,,Santa Victoria Este,SI,--,,SI,SI,--,,SI,SI
SALTA,,Antilla,--,--,,SI,SI,--,,--,SI
SALTA,Rosario de la Frontera,,--,--,--,,SI,--,--,--,
,Rosario de la Frontera,El Naranjo,,,--,SI,SI,,--,--,SI
RIO NEGRO,El Cuy,Naupa Huen,,--,--,SI,,--,--,,--
RIO NEGRO,El Cuy,,--,--,--,,--,--,--,--,
RIO NEGRO,,,--,--,,,--,--,,SI,
RIO NEGRO,General Roca,,SI,--,SI,,SI,SI,SI,SI,SI
RIO NEGRO,,Bajo San Cayetano,--,--,,--,SI,SI,,,--
RIO NEGRO,General Roca,Barda del Medio,,--,SI,--,,SI,SI,SI,SI
,General Roca,Barrio Blanco,,,--,--,,,--,--,
,General Roca,Barrio Calle Ciega Nº10,--,,--,--,--,,--,,--
,General Roca,Barrio Calle Ciega Nº6,,,--,--,,,--,--,--
RIO NEGRO,,Barrio Canale,--,--,,--,--,--,,--,
RIO NEGRO,,,--,--,,,SI,SI,,SI,--
,General Roca,Barrio Costa Este,,,--,--,,--,--,,--
,General Roca,Barrio Costa Linda,--,,--,--,--,,--,,--
RIO NEGRO,,Barrio Costa Oeste,--,--,,,SI,SI,,--,
RIO NEGRO,General Roca,,--,--,--,,--,--,--,--,
,General Roca,Barrio El Labrador,--,,--,--,--,,--,SI,--
RIO NEGRO,General Roca,Barrio El Maruchito,,--,--,--,,--,--,,--
,General Roca,Barrio El Petróleo,,,--,--,,,--,SI,
,General Roca,Barrio El Treinta,--,,--,--,SI,,--,--,
RIO NEGRO,,,--,--,,,--,SI,,,--
RIO NEGRO,,Barrio Fátima,--,--,,--,--,--,,,--
,General Roca,Barrio Frontera,--,,--,--,--,,--,SI,--
RIO NEGRO,General Roca,Barrio Goretti,,--,--,--,,,--,--,
,9 de Julio,Prahuaniyeu,,,--,--,,,SI,,SI
,9 de Julio,Sierra Colorada,--,,--,SI,SI,,--,,SI
RIO NEGRO,,,--,--,,,--,--,,SI,
RIO NEGRO,,Yaminué,--,--,,--,--,--,,SI,--
RIO NEGRO,,Bahía Creek,--,--,,--,--,--,,,--
RIO NEGRO,Adolfo Alsina,,--,--,--,,SI,SI,SI,,--
,Adolfo Alsina,El Juncal,,,--,--,--,,--,--,
RIO NEGRO,Adolfo Alsina,Guardia Mitre,,--,--,--,,--,SI,SI,
RIO NEGRO,Adolfo Alsina,,--,--,--,,--,--,--,,--
RIO NEGRO,,,--,--,,,--,--,,--,--
,Adolfo Alsina,Pozo Salado,--,,--,--,--,,--,--,
,Adolfo Alsina,San Javier,,,--,--,,,SI,SI,SI
RIO NEGRO,,Viedma,SI,SI,,SI,SI,SI,,,SI
RIO NEGRO,,,--,--,,,--,--,,--,--
RIO NEGRO,Avellaneda,,--,--,--,,--,--,--,--,--
RIO NEGRO,,,--,--,,SI,SI,SI,,--,
RIO NEGRO,Avellaneda,Choele Choel,,SI,SI,SI,,SI,SI,SI,SI
,Rosario de la Frontera,El Potrero,--,,--,SI,--,,--,,SI
RIO NEGRO,,,--,--,,,SI,SI,,SI,
RIO NEGRO,Avellaneda,,--,--,--,,SI,--,--,SI,
RIO NEGRO,,,--,SI,,,SI,SI,SI,,SI
RIO NEGRO,,Luis Beltrán,--,SI,,SI,SI,SI,,SI,SI
RIO NEGRO,Avellaneda,Pomona,,SI,--,--,,SI,--,SI,
,Bariloche,Arelauquen,--,,--,--,SI,,--,--,--
,Bariloche,Barrio El Pilar,,,--,--,,,--,--,--
RIO NEGRO,Bariloche,Colonia Suiza,,--,--,--,,SI,--,,--
RIO NEGRO,,,SI,SI,,,SI,SI,,SI,SI
RIO NEGRO,Bariloche,,--,--,--,,SI,SI,--,--,
RIO NEGRO,Bariloche,Mallín Ahogado,,--,--,--,,--,--,,--
,Bariloche,Rio Villegas,--,,--,--,--,,SI,,SI
RIO NEGRO,,Barrio Guerrico,SI,--,,SI,--,SI,,SI,
RIO NEGRO,General Roca,,--,--,--,,--,--,,SI,
,General Roca,Barrio La Barda,--,,--,--,--,,--,,--
,General Roca,Barrio La Costa,,,--,--,,--,--,,--
RIO NEGRO,General Roca,Barrio La Costa,,--,--,--,,--,--,SI,--
,General Roca,Barrio La Defensa,,,--,--,,,--,SI,
RIO NEGRO,General Roca,,--,--,--,,--,--,--,,--
RIO NEGRO,,,--,--,,,SI,SI,,,--
,General Roca,Barrio La Ribera - Barrio APYCAR,--,,--,--,,,--,SI,
RIO NEGRO,General Roca,Barrio Las Angustias,,--,--,--,,SI,--,--,--
,General Roca,Barrio Luisillo,--,,--,--,--,,--,,--
,General Roca,Barrio Mar del Plata,,,--,--,,--,--,,--
RIO NEGRO,,Barrio María Elvira,--,--,,--,SI,SI,,--,--
RIO NEGRO,General Roca,,--,--,--,,--,--,,SI,
RIO NEGRO,General Roca,,--,--,--,,SI,SI,SI,,--
RIO NEGRO,,,--,--,,,--,--,,--,--
RIO NEGRO,General Roca,Barrio Norte (municipio de Cipolletti),,--,--,--,,--,--,SI,
,General Roca,Barrio Pinar,,,--,--,,,--,SI,
RIO NEGRO,,Barrio Pino Azul,--,--,,--,SI,SI,,--,--
RIO NEGRO,General Roca,,--,--,--,,--,--,--,,--
RIO NEGRO,General Roca,Barrio Presidente Perón,,--,--,--,,,--,--,--
,General Roca,Barrio Puente 83,--,,--,--,--,,--,SI,
RIO NEGRO,,,--,--,,,--,--,--,--,--
RIO NEGRO,,Barrio Santa Lucia,--,--,,--,--,--,,,--
RIO NEGRO,,,--,--,,,--,--,,SI,
RIO NEGRO,General Roca,,--,--,--,,SI,SI,--,--,--
,General Roca,Catriel,,,--,SI,,,--,,SI
RIO NEGRO,General Roca,Cervantes,,SI,--,--,,--,SI,SI,SI
RIO NEGRO,General Roca,,--,--,--,,SI,SI,SI,SI,
RIO NEGRO,,,SI,--,,SI,SI,SI,,SI,
RIO NEGRO,,Cipolletti,SI,SI,,SI,SI,SI,,SI,SI
RIO NEGRO,,,--,--,,,SI,--,,,SI
,General Roca,Ferri,--,,--,--,SI,,--,SI,--
,General Roca,General Enrique Godoy,,,--,SI,,,--,SI,
RIO NEGRO,General Roca,General Fernández Oro,,--,SI,SI,,SI,SI,,SI
,General Roca,General Roca,SI,,SI,SI,SI,,SI,SI,SI
RIO NEGRO,General Roca,,SI,--,SI,,SI,SI,SI,SI,
RIO NEGRO,,Ingeniero Otto Krause,--,--,,,--,--,,SI,--
,General Roca,Mainqué,,,--,--,,,--,,SI
RIO NEGRO,General Roca,Paso Córdova,,--,--,--,,--,--,,--
RIO NEGRO,,,--,--,,,--,--,,--,
RIO NEGRO,,Peñas Blancas,--,--,,--,--,--,,--,
,General Roca,Puente Cero,,,--,--,,,--,SI,--
,General Roca,Sargento Vidal,--,,--,--,SI,,--,,--
,General Roca,Tres Luces,--,,--,--,,,--,--,
RIO NEGRO,General Roca,Villa Alberdi,,--,--,--,,--,--,SI,--
RIO NEGRO,,Villa del Parque,--,--,,--,--,--,,,--
RIO NEGRO,General Roca,,--,--,--,,SI,SI,SI,,SI
RIO NEGRO,General Roca,Villa Regina,,--,SI,SI,,SI,SI,SI,SI
,General Roca,Villa San Isidro,,,--,SI,,,--,SI,
RIO NEGRO,Ñorquincó,Las Bayas,,--,--,--,,--,--,,--
,Pichi Mahuida,Colonia Juliá y Echarren,,,--,SI,SI,,--,SI,SI
RIO NEGRO,Pichi Mahuida,,--,--,--,,--,--,--,--,
RIO NEGRO,,Pichi Mahuida,--,--,,--,--,--,,--,
RIO NEGRO,,Río Colorado,SI,SI,,SI,SI,SI,,,SI
RIO NEGRO,,,--,--,,,--,--,,,SI
,Pilcaniyeu,Cañadón Chileno,--,,--,--,--,,--,--,
,Pilcaniyeu,Comallo,,,--,SI,,,--,SI,
RIO NEGRO,Pilcaniyeu,,SI,--,SI,,SI,SI,,,SI
RIO NEGRO,,Laguna Blanca,--,--,,--,--,--,,--,SI
,Pilcaniyeu,Ñirihuau,--,,--,--,--,,--,--,
RIO NEGRO,Pilcaniyeu,Paso Flores,,--,--,--,,--,--,--,SI
RIO NEGRO,,,--,--,,,--,--,,,SI
RIO NEGRO,Pilcaniyeu,,--,--,--,,--,--,--,--,--
RIO NEGRO,,,--,--,,,--,--,,--,SI
RIO NEGRO,,El Empalme,--,--,,--,--,--,,--,
,San Antonio,Las Grutas,,,SI,SI,,,SI,--,SI
,San Antonio,Playas Doradas,--,,--,--,--,,--,,--
SAN JUAN,,Chimbas,SI,--,,SI,SI,SI,,SI,
SAN JUAN,,,--,--,,,--,--,--,--,--
SAN JUAN,Chimbas,,--,--,--,,SI,SI,--,,--
SAN JUAN,,,--,--,,--,SI,--,,SI,--
SAN JUAN,Iglesia,Bella Vista,,--,--,--,,--,--,SI,
,Iglesia,Iglesia,--,,--,--,--,,SI,SI,SI
,Iglesia,Las Flores,--,,--,--,SI,,SI,SI,SI
,Iglesia,Pismanta,,,--,--,,,--,,SI
SAN JUAN,,Rodeo,--,--,,--,SI,SI,,SI,--
SAN JUAN,,,--,--,,,--,--,,SI,
SAN JUAN,Jáchal,El Fical,,--,--,--,,,--,,--
,Jáchal,El Fiscal,--,,--,--,--,,--,,--
SAN JUAN,,El Médano,--,--,,--,--,--,,SI,
SAN JUAN,Jáchal,,--,--,--,,--,--,--,SI,
,Jáchal,Huaco,,,--,--,--,,SI,,--
SAN JUAN,Jáchal,La Falda,,--,--,--,,--,--,--,--
,Jáchal,Mogna,,,--,--,,,--,SI,
,Jáchal,Niquivil,--,,--,--,SI,,SI,SI,
SAN JUAN,,,--,--,,,--,--,,,--
SAN JUAN,,San Isidro,--,--,,--,--,--,,,--
,San Antonio,Puerto San Antonio Este,SI,,--,SI,--,,SI,SI,
RIO NEGRO,San Antonio,Punta Colorada,,,--,--,,--,--,SI,--
RIO NEGRO,San Antonio,Saco Viejo,,--,--,--,,--,--,,SI
,San Antonio,San Antonio Oeste,,,SI,SI,,,SI,,SI
RIO NEGRO,San Antonio,,SI,--,SI,,SI,SI,SI,SI,
RIO NEGRO,,,--,--,,,--,--,,--,
RIO NEGRO,,Arroyo Los Berros,--,--,,--,--,--,,--,SI
RIO NEGRO,Valcheta,,--,--,--,,--,--,SI,,SI
,Valcheta,Nahuel Niyeu,--,,--,SI,--,,--,--,
,Valcheta,Sierra Pailemán,,,--,--,,--,SI,--,
RIO NEGRO,,,--,--,,,SI,--,,,SI
SALTA,,Apolinario Saravia,--,SI,,SI,SI,SI,,SI,SI
,Anta,Ceibalito,,,--,SI,,,--,--,
SALTA,Anta,Centro 25 de Junio,,--,--,--,,SI,--,--,--
SALTA,,,--,--,,,SI,--,,,SI
SALTA,Anta,,--,--,--,,SI,--,--,SI,SI
SALTA,,,--,--,--,,SI,--,--,--,--
SALTA,,Atocha,--,--,,SI,SI,SI,,SI,
SALTA,Capital,El Tipal - La Almudena,,--,--,--,,,--,SI,SI
,Capital,La Ciénaga y Barrio San Rafael,--,,--,--,SI,,--,,--
SALTA,,Las Costas,--,--,,--,--,SI,,SI,
SALTA,,,SI,SI,,,SI,SI,,SI,
SALTA,,,SI,SI,,,SI,SI,,SI,SI
SALTA,Cerrillos,,--,--,--,,SI,--,--,,--
,Cerrillos,Barrio Las Tunas,,,--,SI,,,--,--,--
SALTA,Cerrillos,Barrio Los Olmos,,--,--,--,,--,--,--,
SALTA,Cerrillos,Barrio Los Pinares,,--,--,SI,,,--,,--
,Cerrillos,Cerrillos,SI,,--,SI,SI,,SI,SI,SI
SALTA,,,--,--,,,--,--,--,--,
SALTA,,Misión Tierras Fiscales,--,--,,--,--,--,,--,--
,Cerrillos,La Merced,--,,--,SI,SI,,SI,,SI
,Cerrillos,San Agustín,,,--,--,,,SI,,SI
SALTA,Cerrillos,,--,--,--,,SI,SI,--,--,
SALTA,,,--,--,,,--,--,,--,
SALTA,Chicoana,Barrio La Rotonda,,--,--,SI,,--,--,SI,--
,Chicoana,Barrio Santa Teresita,,,--,SI,,,--,,--
,Chicoana,Chicoana,SI,,--,SI,SI,,SI,SI,
SALTA,Chicoana,El Carril,,,--,SI,,SI,SI,SI,SI
SALTA,,Campo Santo,SI,--,,SI,SI,SI,,,SI
SALTA,General Güemes,,--,--,--,,SI,--,,,--
,General Güemes,El Bordo,,,--,SI,,,--,SI,--
,General Güemes,General Güemes,SI,,--,SI,SI,,SI,--,
,Santa Victoria,Santa Victoria,--,,--,SI,,,--,,SI
SAN JUAN,25 de Mayo,Campo Afuera,,--,--,--,,--,--,,--
SAN JUAN,,El Encón,--,--,,--,SI,--,,--,--
SAN JUAN,25 de Mayo,,--,--,--,,--,--,--,--,
SAN JUAN,,,--,--,,,--,--,,,--
SAN JUAN,,Villa Borjas,--,--,,--,--,--,,SI,--
,25 de Mayo,Villa Borjas - La Chimbera,,,--,--,,,SI,SI,
,25 de Mayo,Villa El Tango,--,,--,--,--,,--,--,
SAN JUAN,,Villa Santa Rosa,--,--,,--,SI,SI,,SI,--
SAN JUAN,9 de Julio,,--,--,--,,SI,SI,SI,,SI
SAN JUAN,9 de Julio,Alto de Sierra,,--,--,--,,SI,--,SI,--
,9 de Julio,Colonia Fiorito,--,,--,--,--,,--,SI,
SAN JUAN,9 de Julio,,--,--,--,,SI,--,--,SI,--
SAN JUAN,,El Rincón,SI,--,,,SI,SI,,,--
SAN JUAN,,La Cañada,--,--,,--,--,--,,--,
SAN JUAN,,,--,--,,,--,--,,--,--
,Albardón,Villa General San Martin,--,,--,--,--,,--,,--
,Albardón,Villa General San Martín - Campo Afuera,,,--,--,,,--,SI,--
SAN JUAN,,,--,--,--,,--,--,SI,--,
SAN JUAN,,Villa El Salvador,--,--,,--,SI,SI,,SI,
SAN JUAN,,,--,--,,,SI,SI,,,--
SAN JUAN,,Barreal - Villa Pituil,--,--,,--,--,SI,,SI,--
,Calingasta,Calingasta,,,--,--,,,SI,SI,
,Calingasta,Tamberías,--,,SI,--,--,,SI,SI,--
,Calingasta,Villa Pituil,--,,--,--,--,,--,--,--
SAN JUAN,Capital,San Juan,,SI,SI,SI,,SI,SI,,SI
SAN JUAN,,,--,--,,,--,--,,--,--
SAN JUAN,Caucete,,--,--,--,,--,--,SI,--,
SAN JUAN,Caucete,Caucete,,--,--,--,,SI,SI,,--
,Caucete,El Rincón,,,--,--,,,--,--,--
SAN JUAN,,Las Talas,--,--,,--,--,--,,--,
SAN JUAN,,,--,--,,,--,--,,--,--
,Caucete,Los Medanos,--,,--,--,--,,--,,--
,Caucete,Marayes,,,--,--,,,--,,--
SAN JUAN,Caucete,Pie de Palo,,--,--,--,,--,--,--,
,Caucete,Vallecito,,,--,--,,,--,SI,
SAN JUAN,Caucete,,--,--,--,,--,--,--,,--
SALTA,,Rosario de la Frontera,SI,SI,,SI,SI,SI,,,SI
,Rosario de la Frontera,San Felipe,,,--,--,,,--,--,
SALTA,Rosario de Lerma,Campo Quijano,,--,--,SI,,SI,SI,SI,SI
,Rosario de Lerma,La Merced del Encón,,,--,SI,,,--,,--
SALTA,Rosario de Lerma,La Silleta,,--,--,SI,,--,SI,,SI
SALTA,,,SI,SI,,,SI,SI,,SI,
SALTA,San Carlos,,--,--,--,,SI,--,--,SI,--
SALTA,San Carlos,,--,--,--,,SI,--,SI,,SI
SALTA,,El Barrial,--,--,,--,--,--,,,--
,San Carlos,San Carlos,,--,--,SI,,--,SI,SI,
,Santa Victoria,Acoyte,--,,--,--,--,,--,SI,
SALTA,,Campo La Cruz,--,--,,--,--,--,,,--
SALTA,,,--,--,,,--,--,,SI,--
SALTA,Santa Victoria,Nazareno,,--,--,SI,,--,--,--,
,Santa Victoria,Poscaya,,,--,--,,,--,--,--
MISIONES,Iguazú,,SI,--,--,,SI,SI,SI,,SI
MISIONES,,,--,--,,,SI,--,,SI,--
MISIONES,,Arroyo del Medio,--,--,,--,SI,--,,SI,--
MISIONES,,,--,--,--,,--,--,--,SI,
,Leandro N. Alem,Cerro Azul,--,,--,SI,SI,,SI,SI,SI
MISIONES,Leandro N. Alem,Dos Arroyos,,--,--,SI,,--,SI,,--
MISIONES,,,--,--,,,SI,--,,--,
MISIONES,,Leandro N. Alem,SI,SI,,SI,SI,SI,,--,
MISIONES,,,--,--,,,--,--,,,--
MISIONES,Leandro N. Alem,,--,--,--,,--,--,--,--,--
,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),--,,--,--,--,,--,--,
MISIONES,Libertador Grl. San Martín,Capioví,,SI,--,--,,SI,SI,SI,SI
,Libertador Grl. San Martín,Capioviciño,,,--,--,,,--,--,--
,Libertador Grl. San Martín,El Alcázar,--,,--,--,SI,,SI,,SI
MISIONES,,,SI,SI,,,SI,SI,,SI,SI
MISIONES,,Mbopicuá,--,--,,--,--,--,,--,
,San Rafael,Goudge,--,,--,--,SI,,SI,,--
MENDOZA,San Rafael,Jaime Prats,,--,--,--,,,SI,,--
MENDOZA,San Rafael,,--,--,--,,--,--,SI,--,
MENDOZA,,Las Malvinas,--,--,,--,--,--,,SI,
MENDOZA,San Rafael,Los Reyunos,,--,--,--,,--,--,,--
,San Rafael,Monte Comán,,,--,SI,,,SI,,--
,San Rafael,Pobre Diablo,--,,--,--,SI,,--,--,--
,San Rafael,Punta del Agua,,,--,SI,,,--,--,
MENDOZA,,Rama Caída,--,--,,--,SI,SI,,,--
MENDOZA,,,--,--,,,SI,SI,,,--
,San Rafael,Salto de Las Rosas,,,SI,--,,SI,SI,SI,
,San Rafael,San Rafael,SI,,SI,SI,SI,,SI,SI,--
MENDOZA,San Rafael,Villa Atuel,,--,--,--,,SI,SI,,--
,San Martín,PALMIRA,,,--,SI,,,--,,--
MENDOZA,San Martín,,--,SI,--,,SI,SI,--,SI,SI
MENDOZA,,Tres Porteñas,--,--,,SI,SI,SI,,SI,
MENDOZA,,25 de Mayo,--,SI,,--,SI,SI,,,--
MENDOZA,,,--,--,,,SI,SI,,,--
,San Rafael,Barrio Echeverria,--,,--,--,SI,,--,--,
,San Rafael,Barrio El Nevado,,,--,--,,,--,--,
MENDOZA,San Rafael,,--,--,--,,--,--,,--,--
MENDOZA,,Barrio Intendencia,--,--,,--,SI,SI,,,--
,San Rafael,Barrio Las Rosas,--,,--,--,--,,--,--,--
MENDOZA,San Rafael,Barrio Primavera,,--,--,--,,--,--,--,
MENDOZA,,,--,--,,,SI,SI,,SI,--
MENDOZA,San Rafael,,SI,--,SI,,--,--,SI,,SI
MENDOZA,,,--,--,,,SI,SI,,--,
MENDOZA,,El Nihuil,--,--,,--,--,--,,SI,--
,San Rafael,El Sosneado,,,--,--,,,--,,--
,San Rafael,El Tropezón,--,,--,--,--,,--,--,--
MENDOZA,,La Arboleda,--,--,,--,SI,--,,SI,
MENDOZA,,,--,--,,,SI,SI,--,SI,
MENDOZA,Tupungato,,SI,--,--,,SI,SI,SI,SI,SI
MENDOZA,,,--,--,,,--,--,,,--
MISIONES,25 de Mayo,25 de Mayo,,--,--,--,,--,SI,--,SI
,25 de Mayo,Alba Posse,,,--,SI,,,SI,--,
,25 de Mayo,Alicia Baja,--,,--,--,--,,--,,--
MISIONES,25 de Mayo,Colonia Alicia,,--,--,--,,,--,SI,--
MISIONES,,Colonia Aurora,--,--,,--,SI,--,,SI,
MISIONES,25 de Mayo,,--,--,,,--,--,--,SI,--
,25 de Mayo,Santa Rita,,,--,SI,,,SI,,SI
,Apóstoles,Apóstoles,SI,,--,SI,SI,,SI,,SI
MISIONES,,,--,SI,,,SI,SI,,SI,
MISIONES,Apóstoles,,--,--,--,,--,--,--,--,
,Apóstoles,Estación Apóstoles,,,--,--,,,--,,--
MISIONES,Apóstoles,Pindapoy,,--,--,--,,--,--,,--
MISIONES,Cainguás,Aristóbulo del Valle,,,--,SI,,SI,SI,--,
,Cainguás,Campo Grande,SI,,--,SI,SI,,SI,--,SI
MISIONES,Cainguás,,--,--,--,,--,--,,,--
MISIONES,,Dos de Mayo Núcleo II,--,--,,--,--,--,,,--
,Cainguás,Dos de Mayo Núcleo III,--,,--,--,--,,--,SI,--
,Cainguás,Kilómetro 17,,,--,--,,,--,--,
,Cainguás,Nucleo I,--,,--,--,--,,--,,--
,Cainguás,Nucleo Ii,,,--,--,,--,--,--,--
MISIONES,,Pueblo Illia,--,--,,--,--,--,,SI,
MISIONES,Cainguás,,--,SI,--,,SI,--,SI,SI,
MISIONES,Candelaria,,--,--,--,,--,--,--,,--
MISIONES,,,SI,--,,,SI,--,,,--
MISIONES,Candelaria,Candelaria,,SI,--,--,,SI,SI,--,SI
,Candelaria,Cerro Corá,,,--,--,,,--,--,
MISIONES,,Loreto,--,--,,--,--,--,,,--
MISIONES,Candelaria,,--,--,--,,SI,SI,--,SI,--
MISIONES,Candelaria,Profundidad,,--,--,--,,,--,SI,
,Candelaria,Puerto Santa Ana,--,,--,--,--,,--,--,--
SALTA,,,--,--,--,,--,--,--,,--
MISIONES,,Santa Ana,SI,--,,--,SI,SI,,--,--
MISIONES,,,--,--,,,--,--,,--,--
